text,label
Lose 25 lbs in 28 days GUARANTEED! Our miracle pill works instantly.,spam
The library book you reserved is now available for pickup. Expires Friday.,ham
Nigerian prince needs your help. Transfer $24267 for $246232 reward.,spam
The library book you reserved is now available for pickup. Expires the 20th.,ham
Thanks for attending the webinar! The recording and slides are attached.,ham
You owe $24088 in taxes. Pay immediately or face arrest. IRS Notice #389949.,spam
Lose 42 lbs in 19 days GUARANTEED! Our miracle pill works instantly.,spam
You owe $53524 in taxes. Pay immediately or face arrest. IRS Notice #587603.,spam
Meet beautiful Asian women seeking marriage. Visit http://bride-884882.com,spam
,
The library book you reserved is now available for pickup. Expires Saturday.,ham
Your flight 929907 to Paris departs at 3:30 PM on Sunday. Check-in opens 24h before.,ham
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
The conference call recording from Saturday is now available in the shared folder.,ham
"Hi Robert, just checking in about the meeting scheduled for Sunday at 9:00 AM.",ham
Meet beautiful Latin women seeking marriage. Visit http://bride-782661.com,spam
Please find attached the report for Q1 as discussed in our last meeting.,ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
FYI ? the project deadline has been moved to Sunday. Please update your plans.,ham
Free trial of our premium service. No credit card needed. Sign up: http://free-748969.com,spam
Make $75382 per day working from home! No experience needed. Join now!,spam
,spam
Send this to 16 people and receive $67671 from Bill Gates!,spam
Just a reminder that rent is due on the Fridayth. Please transfer at your convenience.,ham
Refinance your mortgage! Get $79219 cash back. No credit check needed.,
CLAIM NOW: You've been chosen for a $51027 Amazon gift card!,spam
The quarterly budget review is scheduled for Sunday. Please prepare your department numbers.,ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Earn $26189 daily with crypto! Bitcoin investment guaranteed returns.,spam
Please find attached the report for Q1 as discussed in our last meeting.,ham
The invoice #053139 for $46130 is attached. Please process by the 15th.,ham
Earn $85999 daily with crypto! Bitcoin investment guaranteed returns.,spam
I've booked a table for 7 at 5:00 PM on tomorrow. Let me know if plans change.,ham
Lose 45 lbs in 26 days GUARANTEED! Our miracle pill works instantly.,spam
Reminder: Team standup is at 6:30 PM today. Agenda in the shared doc.,ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
The quarterly budget review is scheduled for the 20th. Please prepare your department numbers.,ham
Congratulations! You've won a $62037 prize. Click here to claim: http://prize-288780.com,spam
Your computer has a virus! Call 1-800-563669 immediately for free removal.,spam
You owe $18121 in taxes. Pay immediately or face arrest. IRS Notice #312038.,spam
Your PayPal account is limited. Verify immediately: http://paypal-135521.com,spam
"Hi John, just checking in about the meeting scheduled for Monday at 6:30 PM.",ham
"Hey, are you free this weekend? A few of us are planning a hike on Wednesday.",ham
You owe $77838 in taxes. Pay immediately or face arrest. IRS Notice #893652.,spam
Send this to 20 people and receive $37804 from Bill Gates!,spam
Send this to 15 people and receive $68145 from Bill Gates!,spam
Make $60311 per day working from home! No experience needed. Join now!,spam
Reminder: Team standup is at 5:00 PM today. Agenda in the shared doc.,ham
Your computer has a virus! Call 1-800-743068 immediately for free removal.,spam
Prescription drugs at 80% off. No prescription needed! http://pharmacy-889957.com,spam
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-149498.net,spam
"Hi team, please welcome Michael who is joining us as the new Data Analyst starting Tuesday.",ham
Your flight 966081 to Berlin departs at 2:00 PM on next week. Check-in opens 24h before.,ham
FYI ? the project deadline has been moved to Tuesday. Please update your plans.,ham
Double your investment in 24 hours with our secret trading algorithm!,spam
Hot singles in your area are waiting! Meet them tonight at http://date-536268.com,spam
Happy birthday Sarah! Hope you have a wonderful day.,ham
"Hi James, your subscription renews on Friday. Let us know if you'd like to make changes.",ham
You have been selected for a $97153 cash reward. Act fast! Expires soon.,spam
Thanks for your email. I'll get back to you by end of day Monday.,ham
Monthly newsletter: Here's what happened in our community this February.,ham
FREE iPhone 15! Limited offer. Reply YES to claim yours now!,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
CLAIM NOW: You've been chosen for a $8093 Amazon gift card!,spam
,ham
Your package is held at customs. Pay $70188 fee: http://customs-909010.com,spam
Prescription drugs at 80% off. No prescription needed! http://pharmacy-925714.com,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
Exclusive offer for you: Get 90% off everything at http://shop-241553.com,spam
,spam
Make $41392 per day working from home! No experience needed. Join now!,spam
Make $42417 per day working from home! No experience needed. Join now!,spam
The library book you reserved is now available for pickup. Expires the 20th.,ham
I've booked a table for 4 at 3:30 PM on next week. Let me know if plans change.,ham
The conference call recording from Monday is now available in the shared folder.,ham
Free trial of our premium service. No credit card needed. Sign up: http://free-055044.com,spam
Just a reminder that rent is due on the Sundayth. Please transfer at your convenience.,ham
Exclusive offer for you: Get 90% off everything at http://shop-692459.com,spam
Just a reminder that rent is due on the Saturdayth. Please transfer at your convenience.,ham
Monthly newsletter: Here's what happened in our community this February.,ham
,ham
FREE iPhone 15! Limited offer. Reply YES to claim yours now!,spam
The conference call recording from next week is now available in the shared folder.,
"Hi team, please welcome Sarah who is joining us as the new Designer starting tomorrow.",ham
The homework assignment is due Tuesday. Please submit via the portal by midnight.,
Your PayPal account is limited. Verify immediately: http://paypal-999900.com,spam
FREE iPhone 16 Pro! Limited offer. Reply YES to claim yours now!,spam
Breaking: You can erase all debt in 30 days legally! Get our free guide.,spam
Congratulations! You've won a $13355 prize. Click here to claim: http://prize-739739.com,spam
Nigerian prince needs your help. Transfer $47415 for $183483 reward.,spam
Your flight 863201 to Berlin departs at 9:00 AM on Tuesday. Check-in opens 24h before.,ham
Free trial of our premium service. No credit card needed. Sign up: http://free-660004.com,spam
WINNER! Your email won our lottery. Send bank details to collect $58217.,spam
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-844823.net,spam
Lose 20 lbs in 12 days GUARANTEED! Our miracle pill works instantly.,spam
Prescription drugs at 80% off. No prescription needed! http://pharmacy-219865.com,spam
Your order #385709 has been shipped. Expected delivery: Monday.,ham
Congratulations! You've won a $57336 prize. Click here to claim: http://prize-415780.com,spam
Breaking: You can erase all debt in 30 days legally! Get our free guide.,
The quarterly budget review is scheduled for Monday. Please prepare your department numbers.,ham
Send this to 15 people and receive $82205 from Bill Gates!,spam
CLAIM NOW: You've been chosen for a $16857 Amazon gift card!,spam
Meet beautiful Latin women seeking marriage. Visit http://bride-628950.com,spam
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",spam
Just a reminder that rent is due on the Thursdayth. Please transfer at your convenience.,ham
Reminder: Team standup is at noon today. Agenda in the shared doc.,ham
Make $65646 per day working from home! No experience needed. Join now!,spam
Your package is held at customs. Pay $40823 fee: http://customs-518705.com,spam
Free trial of our premium service. No credit card needed. Sign up: http://free-907141.com,spam
Can we reschedule our tomorrow call? I have a conflict in the morning.,ham
Just a reminder that rent is due on the the 15thth. Please transfer at your convenience.,ham
"Hey, are you free this weekend? A few of us are planning a hike on Thursday.",
Thanks for attending the webinar! The recording and slides are attached.,ham
Free trial of our premium service. No credit card needed. Sign up: http://free-787137.com,spam
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
Send this to 6 people and receive $14692 from Bill Gates!,spam
CLAIM NOW: You've been chosen for a $26066 Amazon gift card!,spam
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-356512.net,spam
Your computer has a virus! Call 1-800-695874 immediately for free removal.,spam
Just a reminder that rent is due on the Tuesdayth. Please transfer at your convenience.,ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-330292.com,
The invoice #421973 for $33683 is attached. Please process by Tuesday.,ham
Lose 34 lbs in 19 days GUARANTEED! Our miracle pill works instantly.,spam
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
CLAIM NOW: You've been chosen for a $32905 Amazon gift card!,spam
Here's the summary of today's meeting. Action items are highlighted in yellow.,
,spam
Meet beautiful Russian women seeking marriage. Visit http://bride-758172.com,spam
You owe $55293 in taxes. Pay immediately or face arrest. IRS Notice #486741.,spam
Dinner at 6:30 PM tonight? I was thinking we could try that new Italian place.,ham
Nigerian prince needs your help. Transfer $3950 for $109077 reward.,spam
Your package is held at customs. Pay $6365 fee: http://customs-541566.com,spam
Your order #487630 has been shipped. Expected delivery: Wednesday.,ham
Your PayPal account is limited. Verify immediately: http://paypal-722698.com,spam
You owe $63912 in taxes. Pay immediately or face arrest. IRS Notice #080568.,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
Refinance your mortgage! Get $81512 cash back. No credit check needed.,spam
You owe $58277 in taxes. Pay immediately or face arrest. IRS Notice #043103.,spam
Your package is held at customs. Pay $92470 fee: http://customs-558108.com,spam
Please review and sign the attached NDA before our meeting on Monday.,ham
"Hi John, just checking in about the meeting scheduled for the 15th at 2:00 PM.",ham
Breaking: You can erase all debt in 30 days legally! Get our free guide.,spam
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
Lose 25 lbs in 19 days GUARANTEED! Our miracle pill works instantly.,spam
Your flight 563449 to New York departs at noon on next week. Check-in opens 24h before.,ham
Nigerian prince needs your help. Transfer $17427 for $307802 reward.,spam
,spam
"Hi Ashley, your subscription renews on the 15th. Let us know if you'd like to make changes.",ham
Make $35396 per day working from home! No experience needed. Join now!,spam
Just a reminder that rent is due on the Thursdayth. Please transfer at your convenience.,ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
"Hi David, your insurance renewal is due on Monday. Review your policy attached.",ham
,ham
CLAIM NOW: You've been chosen for a $76477 Amazon gift card!,spam
FYI ? the project deadline has been moved to the 20th. Please update your plans.,ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-899358.com,spam
Lose 24 lbs in 7 days GUARANTEED! Our miracle pill works instantly.,spam
Can we reschedule our Thursday call? I have a conflict in the morning.,ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",spam
Exclusive offer for you: Get 90% off everything at http://shop-898562.com,spam
Prescription drugs at 80% off. No prescription needed! http://pharmacy-132532.com,spam
I've booked a table for 6 at 9:00 AM on Thursday. Let me know if plans change.,ham
CLAIM NOW: You've been chosen for a $85129 Amazon gift card!,spam
FYI ? the project deadline has been moved to Thursday. Please update your plans.,ham
Send this to 13 people and receive $50606 from Bill Gates!,spam
FYI ? the project deadline has been moved to Friday. Please update your plans.,ham
Monthly newsletter: Here's what happened in our community this September.,ham
"Hi Sarah, can you review the pull request I submitted? Let me know if you have questions.",ham
I've booked a table for 2 at 3:30 PM on tomorrow. Let me know if plans change.,
Double your investment in 24 hours with our secret trading algorithm!,spam
Your PayPal account is limited. Verify immediately: http://paypal-527410.com,spam
Nigerian prince needs your help. Transfer $51987 for $196572 reward.,spam
Lose 16 lbs in 16 days GUARANTEED! Our miracle pill works instantly.,spam
Exclusive offer for you: Get 90% off everything at http://shop-008844.com,spam
Your PayPal account is limited. Verify immediately: http://paypal-208235.com,spam
Happy birthday Robert! Hope you have a wonderful day.,ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-531926.com,spam
Thanks for your email. I'll get back to you by end of day Wednesday.,ham
I've booked a table for 4 at noon on Sunday. Let me know if plans change.,
Congratulations! You've won a $36922 prize. Click here to claim: http://prize-078593.com,spam
,ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
"Hi John, your subscription renews on Thursday. Let us know if you'd like to make changes.",ham
"Hi Amanda, I wanted to follow up on the proposal I sent last week. Any feedback?",ham
Send this to 11 people and receive $86254 from Bill Gates!,spam
Refinance your mortgage! Get $82547 cash back. No credit check needed.,spam
Hot singles in your area are waiting! Meet them tonight at http://date-331454.com,spam
,ham
Exclusive offer for you: Get 90% off everything at http://shop-494314.com,spam
Please find attached the report for Q4 as discussed in our last meeting.,ham
"Hi team, please welcome Michael who is joining us as the new Data Analyst starting tomorrow.",ham
Hot singles in your area are waiting! Meet them tonight at http://date-085578.com,
Please find attached the report for Q2 as discussed in our last meeting.,ham
Reminder: Team standup is at noon today. Agenda in the shared doc.,ham
Just a reminder that rent is due on the Thursdayth. Please transfer at your convenience.,ham
Lose 45 lbs in 7 days GUARANTEED! Our miracle pill works instantly.,spam
Your order #263345 has been shipped. Expected delivery: the 15th.,ham
Your flight 518849 to Toronto departs at 10:30 AM on the 15th. Check-in opens 24h before.,ham
,ham
Thanks for your email. I'll get back to you by end of day Thursday.,ham
"Hi David, I wanted to follow up on the proposal I sent last week. Any feedback?",
"Hi David, your insurance renewal is due on Wednesday. Review your policy attached.",ham
The invoice #691470 for $4827 is attached. Please process by the 15th.,ham
FYI ? the project deadline has been moved to next week. Please update your plans.,ham
FYI ? the project deadline has been moved to Tuesday. Please update your plans.,ham
Double your investment in 24 hours with our secret trading algorithm!,spam
Congratulations! You've won a $44688 prize. Click here to claim: http://prize-661863.com,spam
Just a reminder that rent is due on the Wednesdayth. Please transfer at your convenience.,ham
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",spam
You have been selected for a $19815 cash reward. Act fast! Expires soon.,spam
Meet beautiful Latin women seeking marriage. Visit http://bride-600490.com,spam
"Hi Robert, I wanted to follow up on the proposal I sent last week. Any feedback?",ham
Your package is held at customs. Pay $14060 fee: http://customs-115255.com,spam
Hot singles in your area are waiting! Meet them tonight at http://date-676497.com,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
Your computer has a virus! Call 1-800-931365 immediately for free removal.,spam
"Hey, are you free this weekend? A few of us are planning a hike on tomorrow.",ham
Your package is held at customs. Pay $4688 fee: http://customs-118458.com,spam
Refinance your mortgage! Get $19158 cash back. No credit check needed.,spam
Reminder: Team standup is at 9:00 AM today. Agenda in the shared doc.,ham
Your package is held at customs. Pay $28266 fee: http://customs-847156.com,spam
FREE iPhone 15! Limited offer. Reply YES to claim yours now!,spam
Breaking: You can erase all debt in 30 days legally! Get our free guide.,spam
Can we reschedule our Tuesday call? I have a conflict in the morning.,ham
Your order #854554 has been shipped. Expected delivery: Friday.,ham
WINNER! Your email won our lottery. Send bank details to collect $4199.,spam
"Hi Robert, can you review the pull request I submitted? Let me know if you have questions.",ham
"Hi Ashley, can you review the pull request I submitted? Let me know if you have questions.",ham
Monthly newsletter: Here's what happened in our community this February.,ham
The quarterly budget review is scheduled for next week. Please prepare your department numbers.,ham
The homework assignment is due next week. Please submit via the portal by midnight.,
Breaking: You can erase all debt in 30 days legally! Get our free guide.,spam
Send this to 9 people and receive $25572 from Bill Gates!,spam
Exclusive offer for you: Get 90% off everything at http://shop-010801.com,
Your PayPal account is limited. Verify immediately: http://paypal-493307.com,spam
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
Your package is held at customs. Pay $96367 fee: http://customs-686536.com,spam
FREE iPhone 16 Pro! Limited offer. Reply YES to claim yours now!,spam
The quarterly budget review is scheduled for tomorrow. Please prepare your department numbers.,ham
CLAIM NOW: You've been chosen for a $79620 Amazon gift card!,spam
Your order #547011 has been shipped. Expected delivery: the 20th.,ham
Just a reminder that rent is due on the Fridayth. Please transfer at your convenience.,ham
You owe $62673 in taxes. Pay immediately or face arrest. IRS Notice #600835.,spam
Your doctor's appointment is confirmed for Tuesday at 6:30 PM.,ham
Double your investment in 24 hours with our secret trading algorithm!,spam
,spam
"Hey, are you free this weekend? A few of us are planning a hike on Thursday.",ham
"Hey, are you free this weekend? A few of us are planning a hike on Saturday.",ham
Your PayPal account is limited. Verify immediately: http://paypal-341252.com,spam
CLAIM NOW: You've been chosen for a $81590 Amazon gift card!,spam
CLAIM NOW: You've been chosen for a $11220 Amazon gift card!,spam
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
The homework assignment is due Wednesday. Please submit via the portal by midnight.,ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Reminder: Team standup is at 2:00 PM today. Agenda in the shared doc.,ham
Can we reschedule our Monday call? I have a conflict in the morning.,ham
Thanks for attending the webinar! The recording and slides are attached.,ham
The conference call recording from tomorrow is now available in the shared folder.,ham
,ham
Congratulations! You've won a $63521 prize. Click here to claim: http://prize-418948.com,
"Hi team, please welcome Robert who is joining us as the new Data Analyst starting Sunday.",
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
Send this to 14 people and receive $55715 from Bill Gates!,spam
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
Earn $93881 daily with crypto! Bitcoin investment guaranteed returns.,spam
Free trial of our premium service. No credit card needed. Sign up: http://free-297711.com,spam
Breaking: You can erase all debt in 30 days legally! Get our free guide.,spam
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-562017.net,spam
Your flight 332581 to Toronto departs at 3:30 PM on Friday. Check-in opens 24h before.,ham
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
Your doctor's appointment is confirmed for Saturday at 3:30 PM.,ham
Thanks for attending the webinar! The recording and slides are attached.,ham
The quarterly budget review is scheduled for Sunday. Please prepare your department numbers.,ham
Just a reminder that rent is due on the Sundayth. Please transfer at your convenience.,ham
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-262300.com,spam
Free trial of our premium service. No credit card needed. Sign up: http://free-569902.com,spam
Free trial of our premium service. No credit card needed. Sign up: http://free-358530.com,spam
Reminder: Team standup is at 2:00 PM today. Agenda in the shared doc.,ham
The library book you reserved is now available for pickup. Expires Wednesday.,ham
Meet beautiful Russian women seeking marriage. Visit http://bride-511436.com,spam
Your computer has a virus! Call 1-800-701687 immediately for free removal.,spam
Your package is held at customs. Pay $51859 fee: http://customs-477090.com,spam
"Hi team, please welcome Sarah who is joining us as the new Marketing Manager starting Tuesday.",ham
Hot singles in your area are waiting! Meet them tonight at http://date-890612.com,spam
Your computer has a virus! Call 1-800-640537 immediately for free removal.,spam
WINNER! Your email won our lottery. Send bank details to collect $17771.,spam
Lose 23 lbs in 25 days GUARANTEED! Our miracle pill works instantly.,spam
Reminder: Team standup is at noon today. Agenda in the shared doc.,ham
Happy birthday Michael! Hope you have a wonderful day.,ham
WINNER! Your email won our lottery. Send bank details to collect $84713.,spam
,spam
Exclusive offer for you: Get 90% off everything at http://shop-863210.com,spam
"Hi John, can you review the pull request I submitted? Let me know if you have questions.",ham
,spam
,ham
"Hi team, please welcome Ashley who is joining us as the new Product Manager starting Thursday.",ham
I've booked a table for 5 at 2:00 PM on Friday. Let me know if plans change.,ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,
Congratulations! You've won a $67325 prize. Click here to claim: http://prize-824035.com,spam
"Hi Jessica, can you review the pull request I submitted? Let me know if you have questions.",ham
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-504960.net,spam
Your package is held at customs. Pay $14638 fee: http://customs-851569.com,spam
The homework assignment is due Tuesday. Please submit via the portal by midnight.,ham
The invoice #714948 for $31240 is attached. Please process by Friday.,
Breaking: You can erase all debt in 30 days legally! Get our free guide.,spam
You owe $38690 in taxes. Pay immediately or face arrest. IRS Notice #908277.,spam
Your computer has a virus! Call 1-800-946671 immediately for free removal.,spam
"Hi Jessica, can you review the pull request I submitted? Let me know if you have questions.",ham
,spam
The library book you reserved is now available for pickup. Expires Thursday.,ham
Your computer has a virus! Call 1-800-360260 immediately for free removal.,spam
Nigerian prince needs your help. Transfer $59536 for $109823 reward.,spam
"Hi David, can you review the pull request I submitted? Let me know if you have questions.",ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
Double your investment in 24 hours with our secret trading algorithm!,spam
URGENT: Your account has been suspended. Verify now at http://secure-664207.net,spam
Make $54979 per day working from home! No experience needed. Join now!,spam
"Hi Emily, your insurance renewal is due on Tuesday. Review your policy attached.",ham
Earn $9129 daily with crypto! Bitcoin investment guaranteed returns.,spam
FYI ? the project deadline has been moved to next week. Please update your plans.,ham
Earn $75745 daily with crypto! Bitcoin investment guaranteed returns.,spam
Your PayPal account is limited. Verify immediately: http://paypal-178332.com,spam
FYI ? the project deadline has been moved to Friday. Please update your plans.,ham
Refinance your mortgage! Get $59277 cash back. No credit check needed.,spam
The conference call recording from Wednesday is now available in the shared folder.,ham
Congratulations! You've won a $59588 prize. Click here to claim: http://prize-034910.com,spam
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
Exclusive offer for you: Get 90% off everything at http://shop-616949.com,spam
"Hey, are you free this weekend? A few of us are planning a hike on Tuesday.",ham
The conference call recording from the 15th is now available in the shared folder.,ham
Exclusive offer for you: Get 90% off everything at http://shop-564135.com,spam
FREE iPhone 14! Limited offer. Reply YES to claim yours now!,spam
Monthly newsletter: Here's what happened in our community this September.,ham
Please review and sign the attached NDA before our meeting on tomorrow.,ham
"Hi Amanda, just checking in about the meeting scheduled for the 20th at 6:30 PM.",ham
,spam
,spam
The invoice #252004 for $16143 is attached. Please process by Friday.,ham
Please find attached the report for Q2 as discussed in our last meeting.,
Exclusive offer for you: Get 90% off everything at http://shop-204956.com,spam
URGENT: Your account has been suspended. Verify now at http://secure-424519.net,spam
Please find attached the report for Q4 as discussed in our last meeting.,ham
Can we reschedule our Tuesday call? I have a conflict in the morning.,ham
Reminder: Team standup is at 3:30 PM today. Agenda in the shared doc.,ham
You have been selected for a $16275 cash reward. Act fast! Expires soon.,spam
Your computer has a virus! Call 1-800-894332 immediately for free removal.,spam
The homework assignment is due tomorrow. Please submit via the portal by midnight.,ham
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-094149.net,spam
You have been selected for a $93631 cash reward. Act fast! Expires soon.,spam
Please review and sign the attached NDA before our meeting on tomorrow.,ham
You have been selected for a $79344 cash reward. Act fast! Expires soon.,spam
Happy birthday Robert! Hope you have a wonderful day.,ham
Meet beautiful Russian women seeking marriage. Visit http://bride-185948.com,spam
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
Reminder: Team standup is at 5:00 PM today. Agenda in the shared doc.,ham
Just a reminder that rent is due on the the 15thth. Please transfer at your convenience.,ham
You owe $10188 in taxes. Pay immediately or face arrest. IRS Notice #735631.,spam
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-567285.com,spam
FYI ? the project deadline has been moved to Wednesday. Please update your plans.,ham
"Hi David, your insurance renewal is due on Thursday. Review your policy attached.",ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
"Hi team, please welcome Amanda who is joining us as the new Product Manager starting next week.",ham
The homework assignment is due next week. Please submit via the portal by midnight.,ham
Refinance your mortgage! Get $87112 cash back. No credit check needed.,spam
"Hey, are you free this weekend? A few of us are planning a hike on tomorrow.",ham
The conference call recording from Saturday is now available in the shared folder.,ham
Your doctor's appointment is confirmed for tomorrow at 6:30 PM.,ham
The library book you reserved is now available for pickup. Expires Friday.,ham
Can we reschedule our next week call? I have a conflict in the morning.,ham
The invoice #595829 for $24136 is attached. Please process by Thursday.,ham
Thanks for your email. I'll get back to you by end of day Tuesday.,ham
"Hey, are you free this weekend? A few of us are planning a hike on the 20th.",ham
Your computer has a virus! Call 1-800-594929 immediately for free removal.,spam
Send this to 19 people and receive $36138 from Bill Gates!,spam
,spam
,ham
URGENT: Your account has been suspended. Verify now at http://secure-214862.net,spam
Monthly newsletter: Here's what happened in our community this January.,
Just a reminder that rent is due on the next weekth. Please transfer at your convenience.,ham
Your order #732234 has been shipped. Expected delivery: Saturday.,ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
,ham
Free trial of our premium service. No credit card needed. Sign up: http://free-177633.com,spam
The invoice #503079 for $20837 is attached. Please process by Friday.,ham
You owe $86153 in taxes. Pay immediately or face arrest. IRS Notice #523734.,spam
Happy birthday John! Hope you have a wonderful day.,
Nigerian prince needs your help. Transfer $49105 for $372531 reward.,spam
Your computer has a virus! Call 1-800-013290 immediately for free removal.,spam
Just a reminder that rent is due on the Sundayth. Please transfer at your convenience.,ham
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
Your flight 977638 to Toronto departs at 5:00 PM on tomorrow. Check-in opens 24h before.,ham
The conference call recording from tomorrow is now available in the shared folder.,ham
FREE iPhone 14! Limited offer. Reply YES to claim yours now!,spam
Happy birthday Michael! Hope you have a wonderful day.,ham
Lose 45 lbs in 15 days GUARANTEED! Our miracle pill works instantly.,spam
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",spam
Free trial of our premium service. No credit card needed. Sign up: http://free-929622.com,spam
Can we reschedule our tomorrow call? I have a conflict in the morning.,ham
Earn $12809 daily with crypto! Bitcoin investment guaranteed returns.,spam
"Hi James, I wanted to follow up on the proposal I sent last week. Any feedback?",ham
Your PayPal account is limited. Verify immediately: http://paypal-911498.com,spam
Dinner at 10:30 AM tonight? I was thinking we could try that new Italian place.,ham
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
You owe $24741 in taxes. Pay immediately or face arrest. IRS Notice #122417.,spam
Your computer has a virus! Call 1-800-449641 immediately for free removal.,spam
"Hi team, please welcome John who is joining us as the new Data Analyst starting the 20th.",ham
Just a reminder that rent is due on the tomorrowth. Please transfer at your convenience.,ham
Your flight 175204 to Berlin departs at noon on next week. Check-in opens 24h before.,ham
Free trial of our premium service. No credit card needed. Sign up: http://free-333211.com,spam
Your doctor's appointment is confirmed for next week at 3:30 PM.,ham
Just a reminder that rent is due on the Thursdayth. Please transfer at your convenience.,
Meet beautiful European women seeking marriage. Visit http://bride-433629.com,spam
Meet beautiful European women seeking marriage. Visit http://bride-390409.com,spam
Breaking: You can erase all debt in 30 days legally! Get our free guide.,spam
Can we reschedule our Wednesday call? I have a conflict in the morning.,ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
Breaking: You can erase all debt in 30 days legally! Get our free guide.,spam
FREE iPhone 15! Limited offer. Reply YES to claim yours now!,spam
I've booked a table for 8 at 6:30 PM on Tuesday. Let me know if plans change.,ham
FREE iPhone 15! Limited offer. Reply YES to claim yours now!,spam
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
Lose 24 lbs in 12 days GUARANTEED! Our miracle pill works instantly.,spam
FYI ? the project deadline has been moved to Sunday. Please update your plans.,ham
The quarterly budget review is scheduled for Friday. Please prepare your department numbers.,ham
URGENT: Your account has been suspended. Verify now at http://secure-177656.net,spam
WINNER! Your email won our lottery. Send bank details to collect $14810.,spam
Your flight 612046 to Sydney departs at 3:30 PM on Monday. Check-in opens 24h before.,ham
,ham
Your PayPal account is limited. Verify immediately: http://paypal-027937.com,spam
Send this to 18 people and receive $18540 from Bill Gates!,spam
The quarterly budget review is scheduled for Saturday. Please prepare your department numbers.,ham
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
"Hi team, please welcome Jessica who is joining us as the new Software Engineer starting Friday.",ham
Your doctor's appointment is confirmed for Friday at noon.,ham
Double your investment in 24 hours with our secret trading algorithm!,
Just a reminder that rent is due on the the 15thth. Please transfer at your convenience.,ham
Reminder: Team standup is at 5:00 PM today. Agenda in the shared doc.,ham
Congratulations! You've won a $27862 prize. Click here to claim: http://prize-317393.com,spam
Happy birthday Amanda! Hope you have a wonderful day.,ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Just a reminder that rent is due on the Saturdayth. Please transfer at your convenience.,ham
Thanks for attending the webinar! The recording and slides are attached.,ham
"Hey, are you free this weekend? A few of us are planning a hike on Saturday.",ham
Send this to 16 people and receive $83469 from Bill Gates!,spam
You have been selected for a $41613 cash reward. Act fast! Expires soon.,spam
Breaking: You can erase all debt in 30 days legally! Get our free guide.,spam
Your flight 955621 to Tokyo departs at 2:00 PM on Friday. Check-in opens 24h before.,ham
Happy birthday John! Hope you have a wonderful day.,ham
Nigerian prince needs your help. Transfer $37640 for $493061 reward.,spam
